code;orgTypeFormula;name;nameShorten;address_address_line;address_city;address_region;address_state;address_zipcode;address_district;address_cityName
PAPB;Центр гигиены и эпидемиологии;Государственное учреждение «Хойникский районный центр гигиены и эпидемиологии»;Хойникский районный центр гигиены и эпидемиологии;ул. Советская, 50;г. Хойники;Гомельская обл.;Гомельская обл.;247622;Хойніцкі;Хойники
OT57;Больница;Учреждение здравоохранения «Чечерская центральная районная больница»;Чечерская центральная районная больница;ул. Трудовая, 15;г. Чечерск;Гомельская обл.;Гомельская обл.;247152;Чачэрскі;Чечерск
HGPT;Поликлиника;Районная поликлиника;Районная поликлиника;ул. Трудовая, 15;г. Чечерск;Гомельская обл.;Гомельская обл.;247152;Чачэрскі;Чечерск
DKAT;Центр гигиены и эпидемиологии;Учреждение «Чечерский районный центр гигиены и эпидемиологии»;Учреждение «Чечерский районный центр гигиены и эпидемиологии;ул. 50 лет БССР, 34-1;г. Чечерск;Гомельская обл.;Гомельская обл.;247152;Чачэрскі;Чечерск
07HE;Больница;Учреждение здравоохранения «Гродненская областная клиническая больница»;Гродненская областная клиническая больница;б-р Ленинского Комсомола, 52;г. Гродно;г. Гродно;Гродненская обл.;230017;Гродзенскі;Гродно
N1J4;Поликлиника;Поликлиника;Поликлиника;б-р Ленинского Комсомола, 52;г. Гродно;г. Гродно;Гродненская обл.;230017;Гродзенскі;Гродно
7CQJ;Больница;Учреждение здравоохранения «Гродненская областная детская клиническая больница»;Гродненская областная детская клиническая больница;ул. Островского, 22;г. Гродно;г. Гродно;Гродненская обл.;230029;Гродзенскі;Гродно
P956;Больница;Учреждение здравоохранения «Областная психоневрологическая больница «Островля» Лидского района;Областная психоневрологическая больница «Островля» Лидского района;0;д. Островля;Гродненская обл.;Гродненская обл.;231300;Лідскі;Островля
4LL7;Больница;Учреждение здравоохранения «Гродненская областная психиатрическая больница „Жодишки“»;Гродненская областная психиатрическая больница „Жодишки“;ул. Первомайская, 12А;аг. Жодишки;Гродненская обл.;Гродненская обл.;231013;Смаргонскі;Жодишки
IJDD;Диспансер;Учреждение здравоохранения «Гродненский областной клинический кожно-венерологический диспансер»;Гродненский областной клинический кожно-венерологический диспансер;ул. Домбровского, 41;г. Гродно;г. Гродно;Гродненская обл.;230025;Гродзенскі;Гродно
0FHB;Диспансер;Государственное учреждение «Областной диспансер спортивной медицины» г. Гродно;Областной диспансер спортивной медицины» г. Гродно;ул. Горького, 18;г. Гродно;г. Гродно;Гродненская обл.;230029;Гродзенскі;Гродно
N84C;Диспансер;Учреждение здравоохранения «Гродненский областной эндокринологический диспансер»;Гродненский областной эндокринологический диспансер;ул. Болдина, 11;г. Гродно;г. Гродно;Гродненская обл.;230030;Гродзенскі;Гродно
LCJG;Больница;Учреждение здравоохранения «Гродненская областная инфекционная клиническая больница»;Гродненская областная инфекционная клиническая больница;б-р Ленинского Комсомола, 57;г. Гродно;г. Гродно;Гродненская обл.;230030;Гродзенскі;Гродно
PH56;Больница;Учреждение здравоохранения «Городская клиническая больница скорой медицинской помощи г. Гродно»;Городская клиническая больница скорой медицинской помощи г. Гродно;ул. Советских Пограничников, 115;г. Гродно;г. Гродно;Гродненская обл.;230027;Гродзенскі;Гродно
79MN;Стоматологическая Поликлиника;Учреждение здравоохранения «Центральная городская стоматологическая поликлиника г. Гродно»;Центральная городская стоматологическая поликлиника г. Гродно;ул. Суворова, 21;г. Гродно;г. Гродно;Гродненская обл.;230001;Гродзенскі;Гродно
0EMJ;Стоматологическая Поликлиника;Филиал учреждения здравоохранения «Центральная городская стоматологическая поликлиника г. Гродно» «Детская стоматологическая поликлиника г. Гродно»;Детская стоматологическая поликлиника г. Гродно;ул. Горького, 50;г. Гродно;г. Гродно;Гродненская обл.;230029;Гродзенскі;Гродно
SQR7;Больница;Учреждение здравоохранения «Городская клиническая больница № 4 г. Гродно»;Городская клиническая больница № 4 г. Гродно;пр. Я. Купалы, 89;г. Гродно;г. Гродно;Гродненская обл.;230026;Гродзенскі;Гродно
T4C6;Центр гигиены и эпидемиологии;Государственное учреждение «Гродненский зональный центр гигиены и эпидемиологии»;Гродненский зональный центр гигиены и эпидемиологии;ул. Магистральная, 6-3;г. Гродно;г. Гродно;Гродненская обл.;230003;Гродзенскі;Гродно
31N2;Поликлиника;"Государственное учреждение здравоохранения «Городская поликлиника № 1 г. Гродно""";"Городская поликлиника № 1 г. Гродно""";ул. Лермонтова, 13;г. Гродно;г. Гродно;Гродненская обл.;230029;Гродзенскі;Гродно
B9VI;Поликлиника;Государственное учреждение здравоохранения «Гродненская центральная городская поликлиника» Филиал городская ская поликлиника № 4 г. Гродно;Гродненская центральная городская поликлиника» Филиал городская ская поликлиника № 4 г. Гродно;ул. Врублевского, 46/1;г. Гродно;г. Гродно;Гродненская обл.;230009;Гродзенскі;Гродно
OQTH;Поликлиника;Государственное учреждение здравоохранения «Детская поликлиника № 1 г. Гродно»;Детская поликлиника № 1 г. Гродно;ул. Доватора, 23;г. Гродно;г. Гродно;Гродненская обл.;230012;Гродзенскі;Гродно
DHLF;Стоматологическая Поликлиника;Учреждение здравоохранения «Центральная городская стоматологическая поликлиника» филиал «Стоматологическая поликлиника № 1 г. Гродно»;Центральная городская стоматологическая поликлиника» филиал «Стоматологическая поликлиника № 1 г. Гродно»;ул. Горького, 62;г. Гродно;г. Гродно;Гродненская обл.;230029;Гродзенскі;Гродно
IQ5L;Больница;Учреждение здравоохранения «Городская клиническая больница № 2 г. Гродно»;Городская клиническая больница № 2 г. Гродно;ул. Гагарина, 5;г. Гродно;г. Гродно;Гродненская обл.;230011;Гродзенскі;Гродно
T7JS;Поликлиника;Государственное учреждение здравоохранения «Гродненская центральная городская поликлиника»;Гродненская центральная городская поликлиника;ул. Транспортная, 3;г. Гродно;г. Гродно;Гродненская обл.;230011;Гродзенскі;Гродно
6PHS;Поликлиника;Государственное учреждение здравоохранения «Городская поликлиника № 3 г. Гродно»;Городская поликлиника № 3 г. Гродно;ул. Пестрака, 4;г. Гродно;г. Гродно;Гродненская обл.;230026;Гродзенскі;Гродно
TP74;Поликлиника;Государственное учреждение здравоохранения «Детская поликлиника № 2 г. Гродно»;Детская поликлиника № 2 г. Гродно;ул. Гагарина, 18;г. Гродно;г. Гродно;Гродненская обл.;230024;Гродзенскі;Гродно
412K;Больница;Учреждение здравоохранения «Берестовицкая центральная районная больница»;Берестовицкая центральная районная больница;ул. Ленина, 10;г.п. Большая Берестовица;Гродненская обл.;Гродненская обл.;231778;Бераставіцкі;Большая Берестовица
8924;Центр гигиены и эпидемиологии;Государственное учреждение «Берестовицкий районный центр гигиены и эпидемиологии»;Берестовицкий районный центр гигиены и эпидемиологии;ул. Ленина, 10;г.п. Большая Берестовица;Гродненская обл.;Гродненская обл.;231778;Бераставіцкі;Большая Берестовица
L1J4;Больница;Учреждение здравоохранения «Волковысская центральная районная больница»;Волковысская центральная районная больница;ул. Социалистическая, 64;г. Волковыск;Гродненская обл.;Гродненская обл.;231900;Ваўкавыскі;Волковыск
KL4U;Поликлиника;Красносельская городская поликлиника;Красносельская городская поликлиника;ул. Короткая, 28;г.п. Красносельский;Гродненская обл.;Гродненская обл.;231911;Ваўкавыскі;Красносельский
45R6;Больница;Учреждение здравоохранения «Волковысская центральная районная больница» Росская городская больница;Волковысская центральная районная больница» Росская городская больница;ул. Солнечная, 2а;г.п. Россь;Гродненская обл.;Гродненская обл.;231912;Ваўкавыскі;Россь
U03Q;Диспансер;"Филиал учреждение здравоохранения «/Гродненский областной клинический центр «Фтизиатрия» «Областной Волковысский противотуберкулезный диспансер""";"Филиал /Гродненский областной клинический центр «Фтизиатрия» «Областной Волковысский противотуберкулезный диспансер""";ул. 129-й Орловской Дивизии, 135;г. Волковыск;Гродненская обл.;Гродненская обл.;231900;Ваўкавыскі;Волковыск
HITC;Поликлиника;Районная поликлиника;Районная поликлиника;ул. Горбатова, 1;г. Волковыск;Гродненская обл.;Гродненская обл.;231900;Ваўкавыскі;Волковыск
U3T1;Поликлиника;Учреждение здравоохранения «Детская поликлиника»;Детская поликлиника;ул. Советская, 36;г. Волковыск;Гродненская обл.;Гродненская обл.;231900;Ваўкавыскі;Волковыск
TVG3;Стоматологическая Поликлиника;Стоматологическая поликлиника;Стоматологическая поликлиника;ул. Социалистическая, 13а;г. Волковыск;Гродненская обл.;Гродненская обл.;231900;Ваўкавыскі;Волковыск
DS3H;Центр гигиены и эпидемиологии;Государственное учреждение «Волковысский зональный центр гигиены и эпидемиологии»;Волковысский зональный центр гигиены и эпидемиологии;ул. Горбатова, 1а;г. Волковыск;Гродненская обл.;Гродненская обл.;231900;Ваўкавыскі;Волковыск
NO8P;Больница;Учреждение здравоохранения «Вороновская центральная районная больница»;Вороновская центральная районная больница;ул. Советская, 71;г.п. Вороново;Гродненская обл.;Гродненская обл.;231391;Воранаўскі;Вороново
KUPS;Поликлиника;Поликлиника;Поликлиника;ул. Советская, 71;г.п. Вороново;Гродненская обл.;Гродненская обл.;231391;Воранаўскі;Вороново
TPAH;Больница;Радунская городская больница;Радунская городская больница;ул. Советская, 106;г.п. Радунь;Гродненская обл.;Гродненская обл.;231390;Воранаўскі;Радунь
C018;Центр гигиены и эпидемиологии;Государственное учреждение «Вороновский районный центр гигиены и эпидемиологии»;Вороновский районный центр гигиены и эпидемиологии;ул. Советская, 81а;г.п. Вороново;Гродненская обл.;Гродненская обл.;231391;Воранаўскі;Вороново
RQKD;Больница;Сопоцкинская горпоселковая больница;Сопоцкинская горпоселковая больница;ул. Яна Павла II, 69;г.п. Сопоцкин;Гродненская обл.;Гродненская обл.;231733;Гродзенскі;Сопоцкин
FBMJ;Больница;Индурская участковая больница;Индурская участковая больница;ул. Рогачевского, 76;д. Индура;Гродненская обл.;Гродненская обл.;231712;Гродзенскі;Индура
G5M4;Больница;Озерская больница сестринского ухода;Озерская больница сестринского ухода;ул. Рощенки, 2;д. Озера;Гродненская обл.;Гродненская обл.;231753;Гродзенскі;Озера
LL74;Поликлиника;Филиал государственного учреждения здравоохранения «Городская поликлиника № 5 г. Гродно» «Скидельская городская больница»;Филиал государственного учреждения здравоохранения «Городская поликлиника № 5 г. Гродно» «Скидельская городская больница»;ул. Зеленая, 1;г. Скидель;Гродненская обл.;Гродненская обл.;231761;Гродзенскі;Скидель
PPE7;Больница;Учреждение здравоохранения «Дятловская центральная районная больница»;Дятловская центральная районная больница;ул. Победы, 2;г. Дятлово;Гродненская обл.;Гродненская обл.;231471;Дзятлаўскі;Дятлово
AOTM;Больница;Козловщинская городская больница;Козловщинская городская больница;ул. Ленина, 75;г.п. Козловщина;Гродненская обл.;Гродненская обл.;231482;Дзятлаўскі;Козловщина
06NJ;Больница;Новоельнянская городская больница;Новоельнянская городская больница;ул. Школьная, 1;г.п. Новоельня;Гродненская обл.;Гродненская обл.;231470;Дзятлаўскі;Новоельня
7VOU;Поликлиника;Поликлиника;Поликлиника;ул. Школьная, 1;г.п. Новоельня;Гродненская обл.;Гродненская обл.;231470;Дзятлаўскі;Новоельня
02DM;Центр гигиены и эпидемиологии;Государственное учреждение «Дятловский районный центр гигиены и эпидемиологии»;Дятловский районный центр гигиены и эпидемиологии;ул. Мицкевича, 2; г. Дятлово;Гродненская обл.;Гродненская обл.;231471;Дзятлаўскі;Дятлово
FNVI;Центр гигиены и эпидемиологии;Государственное учреждение «Зельвенский районный центр гигиены и эпидемиологии»;Зельвенский районный центр гигиены и эпидемиологии;ул. Советская, 26;г.п. Зельва;Гродненская обл.;Гродненская обл.;231940;Зэльвенскі;Зельва
B1DG;Больница;Учреждение здравоохранения «Ивьевская центральная районная больница»;Ивьевская центральная районная больница;ул. К. Маркса, 73;г. Ивье;Гродненская обл.;Гродненская обл.;231337;Іўеўскі;Ивье
TN2G;Поликлиника;Поликлиника;Поликлиника;ул. К. Маркса, 73;г. Ивье;Гродненская обл.;Гродненская обл.;231337;Іўеўскі;Ивье
E0FO;Больница;Юратишковская горпоселковая больница;Юратишковская горпоселковая больница;ул. Морозова, 7;г.п. Юратишки;Гродненская обл.;Гродненская обл.;231350;Іўеўскі;Юратишки
QPJT;Поликлиника;Поликлиника;Поликлиника;ул. Морозова, 11;г.п. Юратишки;Гродненская обл.;Гродненская обл.;231350;Іўеўскі;Юратишки
04Q0;Центр гигиены и эпидемиологии;Государственное учреждение «Ивьевский районный центр гигиены и эпидемиологии»;Ивьевский районный центр гигиены и эпидемиологии;ул. К. Маркса, 32;г. Ивье;Гродненская обл.;Гродненская обл.;231337;Іўеўскі;Ивье
NA4E;Больница;Учреждение здравоохранения «Кореличская центральная районная больница»;Кореличская центральная районная больница;ул. 8 Марта, 62;г.п. Кореличи;Гродненская обл.;Гродненская обл.;231430;Карэліцкі;Кореличи
SC88;Центр гигиены и эпидемиологии;Государственное учреждение «Кореличский районный центр гигиены и эпидемиологии»;Кореличский районный центр гигиены и эпидемиологии;ул. 8 Марта, 50;г.п. Кореличи;Гродненская обл.;Гродненская обл.;231430;Карэліцкі;Кореличи
PBKP;Больница;Учреждение здравоохранения «Лидская центральная районная больница»;Лидская центральная районная больница;ул. Мицкевича, 1;г. Лида;Гродненская обл.;Гродненская обл.;231300;Лідскі;Лида
42UA;Больница;Березовская городская больница;Березовская городская больница;ул. Школьная, 36;г. Березовка;Гродненская обл.;Гродненская обл.;231306;Лідскі;Березовка
NKHJ;Поликлиника;Поликлиника;Поликлиника;ул. Новогрудская, 16;г. Березовка;Гродненская обл.;Гродненская обл.;231306;Лідскі;Березовка
EIVO;Больница;Белицкая участковая больница;Белицкая участковая больница;0;д. Белица;Гродненская обл.;Гродненская обл.;231315;Лідскі;Белица
CAFC;Больница;Ваверская участковая больница;Ваверская участковая больница;0;д. Ваверка;Гродненская обл.;Гродненская обл.;231324;Лідскі;Ваверка
T417;Больница;Голдовская участковая больница;Голдовская участковая больница;0;д. Голдово;Гродненская обл.;Гродненская обл.;231327;Лідскі;Голдово
96OS;Больница;Первомайская участковая больница;Первомайская участковая больница;ул. Молодежная, 7;г.п. Первомайский;Гродненская обл.;Гродненская обл.;231301;Лідскі;Первомайский
E1I6;Больница;Тарновская участковая больница;Тарновская участковая больница;0;д. Тарново;Гродненская обл.;Гродненская обл.;231327;Лідскі;Тарново
0APE;Больница;Учреждение здравоохранения «Лидская центральная районная больница» Кожно-венерологический диспансер;Лидская центральная районная больница» Кожно-венерологический диспансер;ул. Интернациональная, 4;г. Лида;Гродненская обл.;Гродненская обл.;231300;Лідскі;Лида
31VQ;Больница;Учреждение здравоохранения «Лидская центральная районная больница» Психоневрологический диспансер;Лидская центральная районная больница» Психоневрологический диспансер;ул. Кирова, 16;г. Лида;Гродненская обл.;Гродненская обл.;231291;Лідскі;Лида
ERGI;Поликлиника;Городская поликлиника № 1;Городская поликлиника № 1;ул. Летная, 2;г. Лида;Гродненская обл.;Гродненская обл.;231300;Лідскі;Лида
24NH;Поликлиника;Центральная районная поликлиника;Центральная районная поликлиника;ул. Кирова, 19;г. Лида;Гродненская обл.;Гродненская обл.;231300;Лідскі;Лида
U9UK;Поликлиника;Учреждение здравоохранения «Лидская центральная районная больница» Детская поликлиника;Лидская центральная районная больница» Детская поликлиника;ул. Черняховского, 6а;г. Лида;Гродненская обл.;Гродненская обл.;231300;Лідскі;Лида
3DIO;Стоматологическая Поликлиника;Лидская районная стоматологическая поликлиника;Лидская районная стоматологическая поликлиника;б-р Князя Гедимина, 7;г. Лида;Гродненская обл.;Гродненская обл.;231300;Лідскі;Лида
H4HB;Диспансер;Противотуберкулезный диспансер;Противотуберкулезный диспансер;ул. Мицкевича, 1;г. Лида;Гродненская обл.;Гродненская обл.;231300;Лідскі;Лида
OAGC;Центр гигиены и эпидемиологии;Государственное учреждение «Лидский зональный центр гигиены и эпидемиологии»;Лидский зональный центр гигиены и эпидемиологии;ул. Черняховского, 1;г. Лида;Гродненская обл.;Гродненская обл.;231300;Лідскі;Лида
DJ8P;Больница;Учреждение здравоохранения «Мостовская центральная районная больница»;Мостовская центральная районная больница;ул. Советская, 55;г. Мосты;Гродненская обл.;Гродненская обл.;231600;Мастоўскі;Мосты
IFDC;Центр гигиены и эпидемиологии;Государственное учреждение «Мостовский районный центр гигиены и эпидемиологии»;Мостовский районный центр гигиены и эпидемиологии;ул. Цветочная, 18а;г. Мосты;Гродненская обл.;Гродненская обл.;231600;Мастоўскі;Мосты
0DSQ;Больница;Учреждение здравоохранения «Новогрудская центральная районная больница»;Новогрудская центральная районная больница;ул. Волчецкого, 53;г. Новогрудок;Гродненская обл.;Гродненская обл.;231400;Навагрудскі;Новогрудок
IJB2;Больница;Любчанская горпоселковая больница;Любчанская горпоселковая больница;ул. Юбилейная, 37;г.п. Любча;Гродненская обл.;Гродненская обл.;231425;Навагрудскі;Любча
0US2;Поликлиника;Поликлиника;Поликлиника;ул. Юбилейная, 37;г.п. Любча;Гродненская обл.;Гродненская обл.;231425;Навагрудскі;Любча
HQBN;Больница;Учреждение здравоохранения «Островецкая центральная районная больница»;Островецкая центральная районная больница;пер. Октябрьский, 11;г. Островец;Гродненская обл.;Гродненская обл.;231201;Астравецкі;Островец
IQ53;Поликлиника;Поликлиника;Поликлиника;пер. Октябрьский, 11;г. Островец;Гродненская обл.;Гродненская обл.;231201;Астравецкі;Островец
R9VF;Центр гигиены и эпидемиологии;Государственное учреждение «Островецкий районный центр гигиены и эпидемиологии»;Островецкий районный центр гигиены и эпидемиологии;ул. Зеленая, 22;г. Островец;Гродненская обл.;Гродненская обл.;231201;Астравецкі;Островец
32I7;Больница;Учреждение здравоохранения «Ошмянская центральная районная больница»;Ошмянская центральная районная больница;ул. Борунская, 35;г. Ошмяны;Гродненская обл.;Гродненская обл.;231103;Ашмянскі;Ошмяны
DSFL;Стоматологическая Поликлиника;Стоматологическая поликлиника;Стоматологическая поликлиника;ул. Строителей, 6;г. Ошмяны;Гродненская обл.;Гродненская обл.;231103;Ашмянскі;Ошмяны
H44A;Центр гигиены и эпидемиологии;Государственное учреждение «Ошмянский районный центр гигиены и эпидемиологии»;Ошмянский районный центр гигиены и эпидемиологии;ул. Советская, 64;г. Ошмяны;Гродненская обл.;Гродненская обл.;231103;Ашмянскі;Ошмяны
JTU6;Больница;Учреждение здравоохранения «Свислочская центральная районная больница»;Свислочская центральная районная больница;ул. 17 Сентября, 3;г. Свислочь;Гродненская обл.;Гродненская обл.;231969;Свіслацкі;Свислочь
S98H;Поликлиника;Поликлиника;Поликлиника;ул. Кирова, 2;г. Свислочь;Гродненская обл.;Гродненская обл.;231969;Свіслацкі;Свислочь
99JT;Центр гигиены и эпидемиологии;Государственное учреждение «Свислочский районный центр гигиены и эпидемиологии»;Свислочский районный центр гигиены и эпидемиологии;ул. Свердлова, 10;г. Свислочь;Гродненская обл.;Гродненская обл.;231969;Свіслацкі;Свислочь
E84T;Больница;Учреждение здравоохранения «Слонимская центральная районная больница»;Слонимская центральная районная больница;ул. Войкова, 51а, 321800;г. Слоним;Гродненская обл.;Гродненская обл.;321800;Слонімскі;Слоним
QGAC;Поликлиника;Детская поликлиника;Детская поликлиника;ул. Брестская, 56;г. Слоним;Гродненская обл.;Гродненская обл.;231800;Слонімскі;Слоним
3A90;Больница;Жировичская участковая больница;Жировичская участковая больница;0;д. Жировичи;Гродненская обл.;Гродненская обл.;231822;Слонімскі;Жировичи
N9OR;Больница;Мижевичская участковая больница;Мижевичская участковая больница;0;д. Мижевичи;Гродненская обл.;Гродненская обл.;231804;Слонімскі;Мижевичи
GA4D;Больница;Озерницкая больница сестринского ухода;Озерницкая больница сестринского ухода;0;д. Озерница;Гродненская обл.;Гродненская обл.;231807;Слонімскі;Озерница
UGD0;Диспансер;Государственное учреждение «Слонимский городской диспансер спортивной медицины»;Слонимский городской диспансер спортивной медицины;ул. Черняховского, 1;г. Слоним;Гродненская обл.;Гродненская обл.;231800;Слонімскі;Слоним
89QO;Поликлиника;Городская поликлиника;Городская поликлиника;Коссовский тракт, 98;г. Слоним;Гродненская обл.;Гродненская обл.;231792;Слонімскі;Слоним
5R01;Центр гигиены и эпидемиологии;Государственное учреждение «Слонимский зональный центр гигиены и эпидемиологии»;Слонимский зональный центр гигиены и эпидемиологии;пл. Ленина, 6;г. Слоним;Гродненская обл.;Гродненская обл.;231800;Слонімскі;Слоним
BH4T;Больница;Учреждение здравоохранения «Сморгонская центральная районная больница»;Сморгонская центральная районная больница;Больничный пер., 13;г. Сморгонь;Гродненская обл.;Гродненская обл.;231042;Смаргонскі;Сморгонь
0SSH;Центр гигиены и эпидемиологии;Государственное учреждение «Сморгонский зональный центр гигиены и эпидемиологии Гродненской области»;Сморгонский зональный центр гигиены и эпидемиологии Гродненской области;ул. Юбилейная, 25;г. Сморгонь;Гродненская обл.;Гродненская обл.;231045;Смаргонскі;Сморгонь
B5IG;Больница;Учреждение здравоохранения «Щучинская центральная районная больница»;Щучинская центральная районная больница;ул. Мичурина, 22;г. Щучин;Гродненская обл.;Гродненская обл.;231513;Шчучынскі;Щучин
PSKC;Больница;Желудокская горпоселковая больница;Желудокская горпоселковая больница;ул. Советская, 1;г.п. Желудок;Гродненская обл.;Гродненская обл.;231506;Шчучынскі;Желудок
D9CS;Больница;Остринская городская больница;Остринская городская больница;ул. Кирова, 56;г.п. Острино;Гродненская обл.;Гродненская обл.;231536;Шчучынскі;Острино
076O;Центр гигиены и эпидемиологии;Государственное учреждение «Щучинский зональный центр гигиены и эпидемиологии»;Щучинский зональный центр гигиены и эпидемиологии;ул. Мичурина, 26;г. Щучин;Гродненская обл.;Гродненская обл.;231513;Шчучынскі;Щучин
6Q39;Больница;Учреждение здравоохранения «Минская ордена Трудового Красного Знамени областная клиническая больница»;Минская областная клиническая больница;0;аг. Лесной;Минская обл.;Минская обл.;223041;Мінскі;Лесной
L1F8;Поликлиника;Консультативная поликлиника;Консультативная поликлиника;ул. Фрунзенская 1;п. Боровляны;Минская обл.;Минская обл.;223053;Мінскі;Боровляны
T49P;Больница;Учреждение здравоохранения «Минская областная детская клиническая больница»;Минская областная детская клиническая больница;0;п. Лесной;Минская обл.;Минская обл.;223040;Мінскі;Лесной
NUEU;Диспансер;Учреждение здравоохранения «Минский областной кожно-венерологический диспансер»;Минский областной кожно-венерологический диспансер;ул. П. Бровки, 7;г. Минск;г. Минск;г. Минск;220013;Мінскі;Минск
BOMV;Диспансер;Учреждение здравоохранения «Минский областной диспансер спортивной медицины»;Минский областной диспансер спортивной медицины;ул. Я. Коласа, 59, корп. 1;г. Минск;г. Минск;Минская обл.;220113;Мінскі;Минск
0Q8C;Диспансер;Учреждение здравоохранения «Минский областной противотуберкулезный диспансер»;Минский областной противотуберкулезный диспансер;д. Лесковка;д. Лесковка;Минская обл.;Минская обл.;223058;Дрыбінскі;Лесковка
KK5O;Стоматологическая Поликлиника;Учреждение здравоохранения «Минская областная стоматологическая поликлиника»;Минская областная стоматологическая поликлиника;ул. Козлова, 9;г. Минск;г. Минск;Минская обл.;220034;Мінскі;Минск
G2QT;Родильный дом;Учреждение здравоохранения «Клинический родильный дом Минской области»;Клинический родильный дом Минской области;ул. Ф. Скорины, 16;г. Минск;г. Минск;Минская обл.;220114;Мінскі;Минск
HQV2;Больница;Учреждение здравоохранения «Березинская центральная районная больница»;Березинская центральная районная больница;ул. М. Романович, 6;г. Березино;Минская обл.;Минская обл.;223311;Бярэзінскі;Березино
5GGG;Больница;Дмитровичская участковая больница;Дмитровичская участковая больница;0;д. Дмитровичи;Минская обл.;Минская обл.;223313;Бярэзінскі;Дмитровичи
DSKK;Больница;Погостская участковая больница;Погостская участковая больница;0;д. Погост;Минская обл.;Минская обл.;223320;Бярэзінскі;Погост
HNFO;Центр гигиены и эпидемиологии;Государственное учреждение «Березинский районный центр гигиены и эпидемиологии»;Березинский районный центр гигиены и эпидемиологии;ул. М. Романович, 4а;г. Березино;Минская обл.;Минская обл.;223311;Бярэзінскі;Березино
ESHA;Больница;Учреждение здравоохранения «Борисовская центральная районная больница»;Борисовская центральная районная больница;ул. 1812 года, 9;г. Борисов;Минская обл.;Минская обл.;222120;Барысаўскі;Борисов
U59C;Больница;Учреждение здравоохранения «Борисовская инфекционная больница»;Борисовская инфекционная больница;ул. Лопатина, 172;г. Борисов;Минская обл.;Минская обл.;222514;Барысаўскі;Борисов
S4AS;Диспансер;Борисовский кожно-венерологический диспансер УЗ «Борисовская ЦРБ»;Борисовский кожно-венерологический диспансер Борисовская ЦРБ;пр. Революции, 21;г. Борисов;Минская обл.;Минская обл.;222120;Барысаўскі;Борисов
PPDI;Диспансер;Психоневрологический диспансер УЗ «Борисовская ЦРБ»;Психоневрологический диспансер Борисовская ЦРБ;ул. Связная, 47;г. Борисов;Минская обл.;Минская обл.;222120;Барысаўскі;Борисов
A30H;Диспансер;Противотуберкулезный диспансер;Противотуберкулезный диспансер;ул. Батарейная, 4;г. Борисов;Минская обл.;Минская обл.;222120;Барысаўскі;Борисов
F5JP;Стоматологическая Поликлиника;Стоматологическая поликлиника;Стоматологическая поликлиника;ул. Труда, 10;г. Борисов;Минская обл.;Минская обл.;222515;Барысаўскі;Борисов
P9M4;Стоматологическая Поликлиника;Детская стоматологическая поликлиника;Детская стоматологическая поликлиника;ул. 8 Марта, 25;г. Борисов;Минская обл.;Минская обл.;222120;Барысаўскі;Борисов
